uniqueID,drugName,condition,review,rating,date,usefulCount,review_word_count,sentiment_score,sentiment_category,sentiment_rescaled,sentiment_rating_gap
144224,Etonogestrel,Birth Control,"""My experience during the nexplon is great not a pregnancy yet.  My only issue is it causes me too much bleeding. I get my periods from every other week up to 1 month up to 3 month . And it ruins My sex life""",10,27-May-16,1,44,0.296,positive,6.832,3.168
109866,Nexplanon,Birth Control,"""I&#039;ve had mine for over a year and noticed the weight gain, mood swings, but no acne. My body adjusted quick and I lost the weight. The only issue I&#039;ve had is every time my boyfriend and I have sex, I spot the next day for less than a week. Other than those issues I love it and recommend it to all of my friends!""",6,19-Jun-16,1,65,0.8988,positive,9.5446,-3.544600000000001
9116,Lo Loestrin Fe,Birth Control,"""I am always bleeding between periods, I&rsquo;ve also gained 15 pounds and on a skinny girl it&rsquo;s very noticeable! My acne hasn&rsquo;t got worse or better. And now I&rsquo;m not getting my period when I should be. I am experiencing depression where I don&rsquo;t want to be around anyone I don&rsquo;t want to eat because I&rsquo;m gaining so much weight I&rsquo;m stuck in my head and lashing out at people. I&rsquo;m not my normal self. I wish I found a pill that rids my acne and doesn&rsquo;t affect my weight or sex drive..""",2,26-Oct-17,5,93,0.4753,positive,7.638850000000001,-5.638850000000001
60050,NuvaRing,Birth Control,"""I have been on pills for years, and in 2012 I tried Mirena. I had cramps and terrible side effects all the time and just had it taken out last month because I have gained around 10lbs in my stomach area. I have been on Nuvaring for about 2 weeks and so far it&#039;s way better. As soon as Mirena was removed my weird stomach pains stopped, but I&#039;m still trying to lose the extra weight. 

""",7,3-Apr-14,9,77,-0.6757,negative,2.45935,4.540649999999999
131041,Levonorgestrel,Birth Control,"""I had the Mirena put in almost a year ago. Insertion was a breeze next to no cramping. My periods have remained heavy and do not show signs of stopping. Have gained about 30 pounds have acne and headaches and backache, so now I am wondering what is next. My doctor would not take it out and wanted me to remain on it for a year. It is almost a year so I am finding a new doctor and getting it taken out.""",1,18-Jan-10,10,83,-0.0516,negative,5.2678,-4.2678
43085,Sronyx,Birth Control,"""This medicine is absolutely terrible. After three months of using it my hair has fallen out so much so that I can see my scalp very visibly and it&#039;s very very embarrassing. I stopped taking it and am now considering a copper iud. No more hormones for me.""",3,28-Apr-16,3,48,-0.9087,negative,1.4108500000000002,1.5891499999999998
60280,NuvaRing,Birth Control,"""I am torn by the Nuvaring. The convenience is great. There is no daily time to take a pill, only once a month which can easily be marked on a calender or put into a phone. It never falls out, I never feel it and changing it is simple, too. I would give the Nuvaring a 10 out of 10 just based upon the simplicity and the price is really reasonable, too. But, there are some downsides (for me personally). For the first few months, I did not notice side effects, although they are there. I have a VERY low tolerance to alcohol when on the Nuvaring. Very emotional, tired, and strung out all the time. I was on the pill before and none of these happened. I also have longer periods. It&#039;s worth a try, every girl seems to have a different experience!""",5,31-Oct-11,0,144,0.2352,positive,6.558400000000001,-1.5584000000000007
166891,Levonorgestrel,Birth Control,"""My time with skyla has been an absolute breeze. Ms. Skyla and i have been together since late october 2015 and it has been great. I must admit that the insertion is a bit painful,but you will soon forget. I got cramps for about a weekafter insertion. Nothing that a littlw ibuprofen couldnt tackle. I urge anyone who is thinking about skyla to just do it. I promise it is worth it. Please remember that pain is subjective. Meaning it just depends on the person. """,10,14-Jul-16,1,86,0.7351,positive,8.80795,1.19205
49143,Ethinyl estradiol / levonorgestrel,Birth Control,"""I love Lutera. I am very sensitive to other forms of birth control. Lutera has been one of the only kinds I can take. 
Pros: light periods, no cramping, no intense side effects, bigger boobs.
Cons: Brown periods, slight weight gain. 
I also tend to get a bit emotional 1 or 2 days before my period....however I am always an emotional person so this could just be me. I have been on Lutera for 6 years ☺""",9,29-Jul-16,10,77,0.8998,positive,9.5491,-0.5490999999999993
58547,Jolivette,Birth Control,"""I took Jolivette 6 weeks after I went home with my first baby.  A year after we went on vacation for four days and I forgot it at home. After vacation I took it and everything was fine. A week later I got my period. I thought it wasn&#039;t a big deal, or was maybe because I miss all those days. It last 5 days. 2 weeks after that again but now lasting 7 days. Then I started to get my period every week and now every 3 days! Lasting 7 days! Worked amazing in the beginning but I messed it up.""",8,12-Mar-13,10,102,0.5837,positive,8.12665,-0.1266499999999997
195482,Aviane,Birth Control,"""I took Aviane for about 3 years. I gained very little weight when I began taking it, but quickly dropped the lbs when I started paying attention to how I was eating. I never had any issues with an irregular period or acne, but my main side effect was moodiness. It took me a couple of years to figure out why I&#039;d become this hyperemotional person, but then after much research, realized it was the Aviane. I began to pay attention to my moods and regulate my mood swings, which helped. I&#039;ve been off the pill for over a year now, but if I had to go back on birth control, I would choose this one again.""",9,4-Jun-16,3,117,-0.4404,negative,3.5181999999999998,5.4818
144777,Etonogestrel,Birth Control,"""I was put on this birth control when I was 15 I was 150lbs I gained 50lbs then I replaced it and got a new one and I&#039;m gaining even more weight it barely helps with periods anymore my periods last for 5 weeks at a time now and barely anytime in between to have a break""",3,27-Jan-16,0,57,0.7722,positive,8.9749,-5.9749
104905,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;ve been on Jolessa for 6 months.  I decided to try this because I get bad headaches during my period (even though they&#039;d only last 3 days, 4 days at most) and I wanted to avoid it altogether.  The first two months, it was great.  Then my period arrived a month early and the bleeding lasted for 25 days, mostly light.  I had already picked up my next 90 day pack so I figured I&#039;d try to get through that and if I still had the bleeding, I&#039;d talk to my doctor about another birth control.  No need to do that because Jolessa is now working perfectly for me.  It&#039;s been wonderful not having a period for a few months.  I&#039;d recommend this birth control to anyone.""",10,13-Dec-09,23,127,0.8225,positive,9.20125,0.7987500000000001
198581,Depo-Provera,Birth Control,"""Decreased my sex drive and physically in a lot more pain in my joints... It&#039;s good for women over 25 but under 25 is not the best""",6,13-Nov-17,1,27,-0.7094,negative,2.3076999999999996,3.6923000000000004
227293,Etonogestrel,Birth Control,"""I absolutely love Nexplanon! Ladies, at first I was super hesitant but I had to get off the Trinessa birth control because it caused me too much bloating and I was miserable 3 weeks out of the month. I was so excited to get the implant but the reviews I read freaked me out. The process was super easy and fast. The most uncomfortable part was the numbing process (it stung a bit). I didn&#039;t feel the implant insertion at all. There was bruising for about a week and it itched quite a bit but it went away after a week once it was fairly healed. As far as side effects, I felt a bit moody for about 2 weeks and I had a headache for a few days when I first got the implant. I&#039;ve had ZERO bleeding and NO weight gain.""",9,29-Sep-13,8,143,-0.7666,negative,2.0503,6.9497
130867,Levonorgestrel,Birth Control,"""I&#039;m 27 w/ two kids. After my second child was born in 2008 I suffered from almost daily tension/migraine headaches. I wanted to try Mirena as a solution to birth control and possibly help my headaches. After 4 months my headaches are slightly better but I have had some noticeable side effects; 10-15 lbs weight gain, increased discharge, longer periods, and cramping after sex or exercise. """,2,26-Jun-11,2,67,0.8574,positive,9.3583,-7.3583
165523,Levonorgestrel,Birth Control,"""Had the Liletta inserted in November. The process overall wasn&#039;t bad, but I also had numbing injections which helped so much with the pain. Just a couple cramps and it was over. Stopped having a period after three months, and the weird cramps I kept feeling stopped around 5 months. Everything was great until I noticed my clothes weren&#039;t fitting anymore. I&#039;ve gained 10 - 12 pounds despite months of a very clean diet, counting calories, and frequent exercise. I also started losing my hair a few weeks ago, and began sprouting chin hair that I didn&#039;t have before, which is making me feel very depressed. I am beyond frustrated and am having it removed in a few days.""",3,24-May-17,4,119,-0.9217,negative,1.3523500000000002,1.6476499999999998
143971,Etonogestrel,Birth Control,"""The first 3 years I was on nexplanon I had no problems, except for when I first got it interested I bled for 6 months straight (very light). Then after that everything was fine. After the 3 years were up I decided to get another one inserted since I had no major problems with the first one. That&#039;s when it went downhill. I gained about 20 pounds, became anxious about everything, moods began to change, also had severe pain in my ovaries. I got an ultrasound to make sure there weren&#039;t any cysts and everything was normal but I continued to have severe pain. Finally, I decided to get it removed and everyting has been good so far no more pain, moods are better, and I&#039;ve lost weight.""",5,8-Aug-16,6,128,0.0463,neutral,5.70835,-0.7083500000000003
84639,Ethinyl estradiol / norgestimate,Birth Control,"""I wrote my expirence with this pill before, back when I started and it actually worked.

I&#039;ve been on it for 6 months now and let me tell you, i&#039;m already going to the doctor to switch. 
Sure, no babies. That part was effective.
But eventually, I ended up having cramps again (they had gone away when i first started) my acne flared up like nobody&#039;s buisness, my headaches are horrible and daily, and i&#039;ve been suffering from depression. I never have any motivation, i burst out crying for no reasons, and I get angry out of no where. This is very out of character for me. 
I&#039;m disapointed but hopefully I will find a better option.""",5,31-Aug-16,4,117,-0.9636,negative,1.1638,3.8362
98258,Nexplanon,Birth Control,"""I&#039;ve had this implant for 7 months now, I&#039;ve had no problems except for real bad acne breakouts. I&#039;ve alway suffered from acne here and there but it&#039;s gotten bad after the implant. I have real bad breakouts all over my cheeks, and chin. At first I thought it was something I ate but I did some research and found out that this implant contains progesterone which can cause acne. I&#039;m planning to remove this implant. Look out for breakouts after implant,""",4,4-Jun-15,4,82,-0.922,negative,1.3509999999999998,2.649
226866,Etonogestrel,Birth Control,"""I got this inserted 3 years ago, my arm hurt for one day with no bruising, and then I literally forgot about it for the remaining time. No periods ever, and never once pregnant. No weight gain. Most convenient form of birth control ever used, but it may just be the way my body has reacted. Got it reinserted for the next 3 years and got some bruising, but not too bad.""",9,26-Dec-14,104,72,-0.0178,neutral,5.4199,3.5801
182370,Mirena,Birth Control,"""I am 29 and just had my second Mirena inserted a few days ago. It was painful, but the pain only lasts for around 30 seconds if it goes smoothly.  I have seizures, and have chosen Mirena because it does not interact with my medicines. Other forms of birth control have caused more seizures. I do not have this problem with Mirena. It has not affected my skin (although I currently use medication for acne I&#039;ve had for years).  I like it because after it&#039;s inserted, I can forget about it for a few years.  The only thing I&#039;ve found inconvenient, is having a partner be able to feel the strings.  BUT my gyno said most men are not even aware.  """,9,21-Jul-10,4,122,-0.9026,negative,1.4383000000000001,7.5617
25704,Ethinyl estradiol / norelgestromin,Birth Control,"""This is absolutely the best birth control I have ever used. I switched from Nexplanon to Ortho Evra, and if you are thinking of doing the same, I highly recommend it.  Let me list the reasons why:
1. Weight loss. I have lost 5lbs in one month, without even trying!  I&#039;m back to the weight I was before I started birth control...but my breasts are still birth control sized.
2. Sex drive. Mine had been non-existent since I went on Nexplanon in September. Now, stronger than ever. That might be a downside though, now that I think about it.
3. Skin- no acne!
4. Predictable cycle. (On Nexplanon, I never knew when I was going to menstruate, which was about 90% of the time). Now, a non issue.
5. Don&#039;t have to remember everyday.""",10,29-Apr-14,115,134,0.5655,positive,8.04475,1.9552499999999995
130582,Levonorgestrel,Birth Control,"""I am 25 yrs old, no kids and have never been pregnant. After almost 10 years of being on the pill, my doctor and I decided it was time for some thing different. Insertion was very painful, the first one we were trying was faulty so I had to purchase another one right after to be placed. It was extremely uncomfortable, even after being advised to take 800mg of Motrin! I had my boyfriend bring me to and from the doctor, which I would recommend. After I got home I placed a heating pad on my lower abdomen and slept for about 2 hrs! After I woke up I felt like a completely different person! I had no aches or pains, back to normal! I would highly recommend this to any woman, there&#039;s no more remembering! I love it!""",10,7-May-12,1,139,0.544,positive,7.948,2.0519999999999996
37843,Reclipsen,Birth Control,"""Been on Reclipsen for a few months now. Pros- lighter periods, no stomach cramps, no acne, no babies. Cons- mood swings, TERRIBLE back pain during period, lower sex drive, no weight gain (if already active).""",6,24-May-16,3,35,-0.9205,negative,1.35775,4.64225
44150,Ethinyl estradiol / norgestimate,Birth Control,"""I don&#039;t think I noticed this at first or even realized the pill was the cause, but this pill gave me terrible headaches for 3-4 days during my period.  I am hungry and moody before my period. The period is very light, which is a plus, but I can&#039;t stand the headaches.  It feels like I have a sinus infection and taking Advil non stop doesn&#039;t help.  It&#039;s not worth it.  I would LOVE to have cramps instead of headaches.""",3,3-Dec-11,2,80,0.5424,positive,7.9408,-4.9408
149508,Mirena,Birth Control,"""I love my Mirena. I&#039;m due in February to take it out because my 5 years are up. It did not bother me at all to get it inserted. It was pretty easy, I had minor cramps after. I got it because I had gotten pregnant at 16 and had my daughter at 17. I got it because I knew my boyfriend and I were not ready for another child. On top of that from the moment I got my period it was hell. I got my period a month after insertion and ever since then it&#039;s been a smooth ride. I haven&#039;t had a period since and definitely have not gotten pregnant again. I guess its true when they say everybody takes differently to it. So come February I plan on getting it again for another 5 years. I&#039;m one happy customer.""",10,14-Jan-13,16,143,0.9395,positive,9.72775,0.27224999999999966
124114,Skyla,Birth Control,"""Got skyla inserted about a month ago a few days after my last period. The insertion was uncomfortable but not bad at all. Had severe cramps the first week after insertion but it was managed by ibuprofen. I&#039;ve been spotting since inserted but had one week without. Started my period last week and it&#039;s just been light, almost like spotting (very very annoying). I usually have a 5/6 day period but I&#039;m now going into day 8. Hoping the spotting stops soon so I can stop wearing pads. Good luck to all who try this!""",6,25-May-16,1,95,0.6932,positive,8.6194,-2.6194000000000006
109272,Nexplanon,Birth Control,"""Brief review due to character limit:
Inserted: Feb 2014
Removed: Feb 2017

Insertion: After numbed it&#039;s painless.
Week after: great arm pain for 1 week.

Year one: constant light bleeding (pantyliner) all year long. 

Year two: Sporadic light periods lasting 1-1.5 months, then 2-3 week time of no period.

Year three: Sporadic heavy-moderate periods lasting 3 weeks avg, then 2-3 weeks of no period.

End of year 3 (last 4 months): Prescribed pill BC on top of Nexplanon-&gt;regulated my periods:
3 weeks w/pill hormone = no period. 
1 week no hormone = period.
Bad acne b/c so much hormone

TL/DR (Too long/Didn&#039;t read)
VERY sporadic/long lasting periods
When not on period BC worked as intended
Not removed earlier b/c didn&#039;t have insurance 
Removed and switched to pill BC""",4,10-Feb-17,3,128,-0.8126,negative,1.8433000000000002,2.1567
58467,Jolivette,Birth Control,"""I started taking Jolivette 5 months ago. First, to all you breastfeeding moms out there, I have had NO decrease in milk supply. And that from a woman who had to supplement with first 2 babies within their first 3 months because of low supply and low weight gain. My 3rd baby is now 5 1/2 months old and still exclusively breastfed and gaining weight beautifully. So it doesn&#039;t always affect milk supply.  I&#039;ve taken different BC pills before and always suffered severe anxiety and depression just before starting my period. I was worried about starting another pill but haven&#039;t had any problems yet. My first month on these pills I had a heavy period, but haven&#039;t had another one since. I&#039;m pretty happy with these pills""",8,3-Nov-17,1,127,0.4558,positive,7.5511,0.4489000000000001
109444,Nexplanon,Birth Control,"""I have had my Nexplanon implant in since early 2014. I rarely ever experienced spotting, maybe 2 or 3 times this whole time. Never had a period or pregnancy scare. I am due to have it removed early next year since that will be the 3 year mark.  

As of last week I started noticing brown &quot;old blood&quot; after intercourse, not much. By this point I have noticed more blood during intercourse which is off putting at that moment.  
I&#039;ll be scheduling an appointment with my doctor soon.""",7,17-Dec-16,6,88,-0.4939,negative,3.27745,3.72255
161327,Ortho Tri-Cyclen,Birth Control,"""I am 25 years old and have been taking this for over 2 years now. 2 years ago I was 145 lbs and now I am 165 and miserable. My husband and I have been dieting and exercising for the past year and half and I have only gained weight, never lost. I finally went to my doctor with the following symptoms: tired all the time even with 10 hours of sleep, mood swing (which effect my relationship), depression, sadness (for no reason), crying out of no where, weight gain and inability to loose weight, bad skin. All of those symptoms are also what people with Thyroid issues have. Well I get my thyroid tested this past week and its normal. I read these reviews and bam! I am getting off this immediately and I am really upset I did not read these sooner.""",1,18-Feb-16,13,144,-0.9448,negative,1.2484000000000002,-0.24840000000000018
25745,Ethinyl estradiol / norelgestromin,Birth Control,"""The first day I used it, I felt terribly sick, the following days I didnt even notice I was wearing the patch. I&#039;ve been using it fow two years now, it&#039;s just wonderful.""",10,11-Mar-15,8,33,-0.4939,negative,3.27745,6.72255
16048,Ethinyl estradiol / norethindrone,Birth Control,"""This birthcontrol is terrible! I am 28 years old was given this since I was diagnosed with PCOS. I took it for 3 weeks and stopped. The 2nd week I was bleeding, bad cramping, and clotting as well...I just assumed it was my body getting used to it after that I got bad bloating to the point that my bladder had pressure on it and I felt the full urgency feeling but did not have a UTI! I had horrible depression and anxiety as well ( i am not a anxious or depressed person) It drove me NUTS!!!!!!!  I stopped taking it and it took 4 days to get out my system and have me feel back to normal! I have some zits now from it as well but that&#039;s better than all that other crazy stuff...""",1,6-Jun-16,4,137,-0.9752,negative,1.1116000000000001,-0.11160000000000014
107325,Implanon,Birth Control,"""I&#039;ve had Implanon for a little over a year and nothing but problems and heavy bleeding CONSTANTLY, since the 3rd week it was inserted. Maybe like 20 days all together have been off! But I will say one nice thing about it is, that you don&#039;t have to remember it each day or ever have to worry about changing it. """,1,13-Dec-11,0,61,0.7414,positive,8.836300000000001,-7.836300000000001
74152,Ethinyl estradiol / norethindrone,Birth Control,"""No side effects, very light periods. On my 3rd month, and no weight gain. Had a bit of a long period the first month, but since then, it&#039;s been perfect. The only gripe I have is that because it&#039;s so new, it&#039;s crazy expensive. $45 a month even with health insurance.""",9,17-May-11,100,51,0.0172,neutral,5.577400000000001,3.422599999999999
33012,Seasonique,Birth Control,"""I went on this last year for PMDD, like severe PMS, and did fine the first 6 months. I&#039;m not sure why, but suddenly my periods are 2 weeks long instead of one. I&#039;m also having the same severity, if not more, of cramps that I had before I started. I think the issue was that I might have already had estrogen dominance, and the lack of ovulation made it even worse. (No ovulation means no progesterone to help your periods be lighter.) Also I have zero sex drive. Seriously, doing dishes has been more appealing lately. It has made my mood issues improve, though. I don&#039;t feel nearly as depressed as I did before taking it.""",5,26-Jun-14,24,117,-0.7864,negative,1.9612,3.0388
202946,Gildess Fe 1 / 20,Birth Control,"""I just finished my first pack two days ago and I will not be taking it again. In the beginning I was fine. There were no symptoms and I was feeling good. Now that it&#039;s been a month I can tell you I&#039;m in a place I don&#039;t recognize. Every little thing my boyfriend does I get upset over, I&#039;m constantly crying and paranoid, never want to get out of bed and I&#039;m depressed. This is miserable, and I&#039;m hoping that within the next few days I&#039;ll feel normal again after being off of this.""",1,9-Mar-16,7,95,-0.8235,negative,1.79425,-0.7942499999999999
38612,Liletta,Birth Control,"""I have had Liletta for a year now. Insertion was bad but nothing I couldn&#039;t handle since I was used to awful cramps. Since then I&#039;ve remained around the same weight, my skin has stayed clear, and I have a much lighter period then I used to. Only negatives I&#039;ve had are random spotting which I&#039;ve had on previous birth controls as well. I highly recommend Liletta!""",9,12-Jan-17,6,67,0.5833,positive,8.124849999999999,0.8751500000000014
142693,Levonorgestrel,Birth Control,"""I&#039;ve been on birth control for a while now due to horrendous cramps and excessively heavy cycles. And I&#039;ve always been an anti-kid-having lady so hey it works for me. So I ended up switching from the nuva ring (which I loved) to the Mirena. I&#039;m not going to complain about pain because we&#039;re all different and to be honest, it really wasn&#039;t terrible, a little discomfort. But I&#039;ve had my Mirena for a little over 2 years now and I&#039;ve gained 40-50 pounds with no change in diet, I have absolutely no energy for anything (I work and go to school full time), and I&#039;m recently married with no sex drive. At first the Mirena was a God send, no period, no pill, no hassle or worries. But now I&#039;m counting down the days this evil thing is gone.""",4,9-Aug-17,3,140,-0.8224,negative,1.7992,2.2008
84989,Ethinyl estradiol / norgestimate,Birth Control,"""I started taking this bc pill a month and week ago. At first I just got nauseous then I started getting migraines which were intense and the depression was horrible I was so emotional over stupid things.I got my second pack and took it at 7pm woke up at 8am and felt fine but around 12 I felt bad .I was so weak I couldn&#039;t move and I was sweating and cold and my arm went numb and it felt like I had a hang over but worse. my eyes hurt also. I am getting off this pill and getting switched to a different kind. This was the first bc pill I&#039;ve ever used.""",2,28-Jan-16,5,114,-0.9622,negative,1.1700999999999997,0.8299000000000003
43990,Ethinyl estradiol / norgestimate,Birth Control,"""First of all, I started taking birth control when I was 17. I started to regulate and lighten my period. I took Yaz for a year. No problems. After I turned 18, my insurance dropped me so I went to a women&#039;s clinic and was given six months of the Ortho. I have been taking it for four months now, and once this pack is gone, I&#039;m done. The side effects are HORRIBLE. I have no drive for sex. I&#039;m moody, I cry constantly. My period is heavy and unpredictable. It also lasts forever. I haven&#039;t gotten pregnant (we use condoms as well though), but that&#039;s the only plus. My relationship is at stake here because of a pill.""",1,3-Jun-12,24,119,-0.591,negative,2.8405,-1.8405
85483,Ethinyl estradiol / norgestimate,Birth Control,"""Face cleared. Gained 5 pounds. No vomiting for me or irregular mood swings. Also my periods are very very precise. Only bad thing is the super decreased limbo. Just don&#039;t care for it anymore it seems""",7,20-Jan-15,7,36,0.6293,positive,8.33185,-1.3318499999999993
716,Medroxyprogesterone,Birth Control,"""I can&#039;t rate this a 10 because it is DEFINITELY not perfect. No birth control method is. However, I enjoy being on it. What I like about Depo Provera is that it&#039;s a shot I have to get every 3 months - it&#039;s GREAT not having to worry about birth control in-between shots. I don&#039;t have to swallow or insert anything or worry about not taking it on time.  For me, it also stops periods which is the number 2 reason I love it, the number 1 reason being that it&#039;s very effective at preventing pregnancy.  

I got my first Depo Provera shot when I was 14 to stop periods.  I kept bleeding and spotting and was told that would eventually go away by the 2&#039;nd or 3&#039;rd shot.  That didn&#039;t bother me.  """,8,1-May-11,1,134,0.9432,positive,9.7444,-1.7444000000000006
109055,Nexplanon,Birth Control,"""I have been on Nexplanon for about a year and a half now. I decided to go with this form of BC because I am so forgetful that the pill was just not an option for me. This has honestly been one of the most frustrating experiences I have ever had. When I first got it inserted in my arm I noticed I had my period practically everyday and this went on for about 3 months until I went back to my  gynecologist and she said it was completely normal and that it should stop. Well it hasn&#039;t at all. Everyday I have spotting and it&#039;s gotten to the point where I have to wear a tampon every day . Every time I have sex there is always blood everywhere. And it&#039;s hard explaining why I am always on my period to my partner and it&#039;s made me self conscious.""",2,2-May-17,13,150,-0.5321,negative,3.10555,-1.10555
48972,Ethinyl estradiol / levonorgestrel,Birth Control,"""I&#039;m 35 years old with 4 kids. I got aubra birth control pills from planned parenthood. The first week was fantastic but on my second week, I noticed some acne or rashes on my forehead. By the end of the second week, it spread all over my FACE and CHEST""",3,6-Oct-16,3,50,0.3182,positive,6.931900000000001,-3.9319000000000006
71316,Levora,Birth Control,"""After trying the patch, ring, and several pills I was recommended Levora by my doctor. It made my flow lighter and period shorter. I am sensitive to different birth control and the doctor said it is probably the additives. I went to planned parenthood for Levora but they do not carry that exact brand. This time they gave me Chateal to try. If you are having a problem with pills from the clinic it can be because of the additives, sometimes it is worth paying the $20 for name brands at the pharmacy. You can get a discount card to make it less expensive. I am worried to try another brand at this point.""",9,23-Jan-17,1,114,-0.5574,negative,2.9917,6.0083
227519,Etonogestrel,Birth Control,"""9 months in: The first period that I had on Implanon was about 2 wks later than expected and lasted about 2 wks long. Since then all of my periods have come within about a wk of when I would have expected them. Each period has been shorter in length, as well as lighter. (Usually there are only about 2 days of bleeding that are really noticeable but the other 5-8 days are just spotting on and off). I look forward to the day when it is just a few days of spotting, or less.
As far as other side effects go: I have maybe one bad headache every other month. I noticed no weight gain until recently (which is probably due more so to the holidays than the Implanon!). I do have a lot of acne, especially on my chest. Despite these negatives, I like it!""",8,10-Feb-13,5,147,-0.6372,negative,2.6326,5.3674
